Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
02/25/2020,65,PM2.5,Pala Airpad,06-073-1201,AQS,9,45,0,.,65,43
02/26/2020,53,PM2.5,Pala Airpad,06-073-1201,AQS,6,43,0,.,53,39
02/27/2020,54,PM10,Donovan,06-073-1014,AQS,7,42,0,54,35,35
02/28/2020,42,Ozone,Alpine,06-073-1006,AQS,8,42,0,.,31,35
02/29/2020,46,Ozone,Camp Pendleton,06-073-1008,AQS,7,46,0,.,44,26
03/01/2020,49,PM2.5,Pala Airpad,06-073-1201,AQS,5,44,0,17,49,12
03/02/2020,60,PM2.5,Pala Airpad,06-073-1201,AQS,8,42,0,.,60,26
03/03/2020,46,Ozone,Alpine,06-073-1006,AQS,9,46,0,.,38,34
03/04/2020,60,PM2.5,Donovan,06-073-1014,AQS,9,47,0,42,60,30
03/05/2020,57,PM2.5,Pala Airpad,06-073-1201,AQS,8,46,0,.,57,24
03/06/2020,68,PM2.5,Pala Airpad,06-073-1201,AQS,7,47,0,.,68,21
03/07/2020,65,PM2.5,Pala Airpad,06-073-1201,AQS,6,43,0,9,65,15
03/08/2020,46,PM2.5,Pala Airpad,06-073-1201,AQS,6,36,0,.,46,15
03/09/2020,35,Ozone,Alpine,06-073-1006,AQS,6,35,0,.,26,25
03/10/2020,25,Ozone,Alpine,06-073-1006,AQS,5,25,0,6,21,16
03/11/2020,31,Ozone,Alpine,06-073-1006,AQS,6,31,0,.,20,17
03/12/2020,41,Ozone,Donovan,06-073-1014,AirNow,6,41,0,.,27,19
03/13/2020,36,Ozone,Camp Pendleton,06-073-1008,AQS,6,36,.,6,22,20
03/14/2020,41,Ozone,San Diego - Sherman Elementary School,06-073-1026,AQS,7,41,0,.,29,17
03/15/2020,39,Ozone,Camp Pendleton,06-073-1008,AQS,7,39,0,.,37,17
03/16/2020,41,Ozone,Camp Pendleton,06-073-1008,AQS,6,41,0,20,35,23
03/17/2020,45,Ozone,Alpine,06-073-1006,AQS,6,45,0,.,39,21
03/18/2020,44,Ozone,Alpine,06-073-1006,AQS,6,44,0,.,22,25
03/19/2020,41,Ozone,San Diego - Sherman Elementary School,06-073-1026,AQS,5,41,0,8,22,24
03/20/2020,39,Ozone,Alpine,06-073-1006,AQS,6,39,0,.,26,22
03/21/2020,45,Ozone,Alpine,06-073-1006,AQS,6,45,0,.,30,17
03/22/2020,44,Ozone,Camp Pendleton,06-073-1008,AQS,6,44,0,16,26,13
03/23/2020,43,Ozone,Alpine,06-073-1006,AQS,5,43,0,.,26,18
03/24/2020,42,Ozone,Alpine,06-073-1006,AQS,5,42,0,.,19,21
03/25/2020,44,Ozone,Alpine,06-073-1006,AQS,3,44,0,6,22,12
03/26/2020,42,Ozone,Alpine,06-073-1006,AQS,5,42,0,.,21,24
03/27/2020,46,Ozone,Donovan,06-073-1014,AQS,5,46,.,.,23,21
03/28/2020,50,Ozone,Alpine,06-073-1006,AQS,5,50,0,25,37,21
03/29/2020,47,PM2.5,San Diego - Sherman Elementary School,06-073-1026,AQS,5,46,0,.,47,14
03/30/2020,58,PM2.5,Pala Airpad,06-073-1201,AQS,5,44,0,.,58,22
03/31/2020,60,PM2.5,Donovan,06-073-1014,AQS,8,41,0,19,60,29
04/01/2020,67,PM2.5,Donovan,06-073-1014,AQS,6,47,0,.,67,23
04/02/2020,62,PM2.5,Pala Airpad,06-073-1201,AQS,5,44,0,.,62,23
04/03/2020,66,PM2.5,Pala Airpad,06-073-1201,AQS,5,48,0,53,66,25
04/04/2020,69,PM2.5,Pala Airpad,06-073-1201,AQS,5,43,0,.,69,10
04/05/2020,64,PM2.5,Pala Airpad,06-073-1201,AQS,3,39,0,.,64,5
04/06/2020,47,PM2.5,Pala Airpad,06-073-1201,AQS,3,35,0,4,47,9
04/07/2020,38,Ozone,Camp Pendleton,06-073-1008,AQS,2,38,0,.,13,16
04/08/2020,41,Ozone,Camp Pendleton,06-073-1008,AQS,3,41,0,.,15,16
04/09/2020,41,Ozone,San Diego - Sherman Elementary School,06-073-1026,AQS,5,41,0,6,18,13
04/10/2020,44,Ozone,Alpine,06-073-1006,AQS,3,44,0,.,24,14
04/11/2020,44,Ozone,Donovan,06-073-1014,AQS,5,44,0,.,24,25
04/12/2020,40,Ozone,San Diego - Sherman Elementary School,06-073-1026,AQS,3,40,0,7,30,8
04/13/2020,40,PM2.5,Pala Airpad,06-073-1201,AQS,5,38,0,.,40,19
04/14/2020,46,Ozone,San Diego - Sherman Elementary School,06-073-1026,AQS,6,46,.,.,37,26
04/15/2020,61,Ozone,El Cajon - Lexington Elementary School,06-073-1022,AQS,7,61,0,43,59,30
04/16/2020,67,Ozone,Alpine,06-073-1006,AQS,5,67,0,.,50,31
04/17/2020,54,PM2.5,Pala Airpad,06-073-1201,AQS,5,44,0,.,54,20
04/18/2020,53,PM2.5,Pala Airpad,06-073-1201,AQS,5,37,0,7,53,9
04/19/2020,39,Ozone,Camp Pendleton,06-073-1008,AQS,3,39,0,.,28,6
04/20/2020,47,PM2.5,Pala Airpad,06-073-1201,AQS,5,39,0,.,47,15
04/21/2020,54,PM2.5,Pala Airpad,06-073-1201,AQS,5,40,.,19,54,13
04/22/2020,64,Ozone,Alpine,06-073-1006,AQS,7,64,.,.,57,25
04/23/2020,90,Ozone,Alpine,06-073-1006,AQS,7,90,0,.,62,24
04/24/2020,105,Ozone,El Cajon - Lexington Elementary School,06-073-1022,AQS,7,105,0,26,65,29
04/25/2020,105,Ozone,Alpine,06-073-1006,AQS,7,105,0,.,75,26
04/26/2020,77,Ozone,El Cajon - Lexington Elementary School,06-073-1022,AQS,7,77,0,.,73,20
04/27/2020,60,PM2.5,Pala Airpad,06-073-1201,AQS,6,58,.,33,60,18
04/28/2020,77,Ozone,Alpine,06-073-1006,AQS,6,77,.,.,63,15
04/29/2020,74,PM2.5,Pala Airpad,06-073-1201,AQS,6,54,0,.,74,17
04/30/2020,84,Ozone,Alpine,06-073-1006,AQS,6,84,0,22,75,18
05/01/2020,77,Ozone,Alpine,06-073-1006,AQS,6,77,0,.,69,16
05/02/2020,74,Ozone,Alpine,06-073-1006,AQS,5,74,0,.,71,11
05/03/2020,71,PM2.5,Pala Airpad,06-073-1201,AQS,5,44,0,32,71,8
05/04/2020,68,PM2.5,Pala Airpad,06-073-1201,AQS,5,61,0,.,68,14
05/05/2020,97,Ozone,Alpine,06-073-1006,AQS,7,97,1,.,64,24
05/06/2020,151,Ozone,Alpine,06-073-1006,AQS,7,151,0,24,74,28
05/07/2020,133,Ozone,Alpine,06-073-1006,AQS,9,133,0,.,80,42
05/08/2020,101,Ozone,Alpine,06-073-1006,AQS,7,101,0,.,77,24
05/09/2020,83,PM2.5,Pala Airpad,06-073-1201,AQS,6,64,0,33,83,9
05/10/2020,77,PM2.5,Pala Airpad,06-073-1201,AQS,5,44,0,.,77,7
05/11/2020,66,PM2.5,Pala Airpad,06-073-1201,AQS,5,49,0,.,66,15
05/12/2020,62,PM2.5,Pala Airpad,06-073-1201,AQS,3,41,0,9,62,19
05/13/2020,52,PM2.5,Pala Airpad,06-073-1201,AQS,5,44,0,.,52,18
05/14/2020,44,Ozone,Alpine,06-073-1006,AQS,5,44,0,.,36,17
05/15/2020,48,PM2.5,Donovan,06-073-1014,AQS,5,45,0,33,48,12
05/16/2020,64,Ozone,Alpine,06-073-1006,AQS,6,64,0,35,57,14
05/17/2020,62,PM2.5,Pala Airpad,06-073-1201,AQS,5,54,0,.,62,8
05/18/2020,67,PM2.5,Pala Airpad,06-073-1201,AQS,5,36,0,8,67,12
05/19/2020,42,PM2.5,Pala Airpad,06-073-1201,AQS,5,38,0,.,42,16
05/20/2020,44,Ozone,Alpine,06-073-1006,AQS,5,44,0,.,32,13
05/21/2020,67,Ozone,Alpine,06-073-1006,AQS,7,67,0,33,53,20
05/22/2020,55,PM2.5,Donovan,06-073-1014,AQS,6,48,0,.,55,15
05/23/2020,64,PM2.5,Pala Airpad,06-073-1201,AQS,5,49,0,.,64,9
05/24/2020,72,PM2.5,Pala Airpad,06-073-1201,AQS,5,46,0,27,72,10
05/25/2020,74,PM2.5,Pala Airpad,06-073-1201,AQS,6,50,0,.,74,11
05/26/2020,84,Ozone,Alpine,06-073-1006,AQS,6,84,0,.,76,19
05/27/2020,93,Ozone,Alpine,06-073-1006,AQS,6,93,0,20,73,15
05/28/2020,67,PM2.5,Pala Airpad,06-073-1201,AQS,6,58,.,.,67,12
05/29/2020,57,PM2.5,Pala Airpad,06-073-1201,AQS,6,41,0,.,57,16
05/30/2020,47,PM2.5,Pala Airpad,06-073-1201,AQS,6,38,0,10,47,7
05/31/2020,34,Ozone,Alpine,06-073-1006,AQS,5,34,0,.,33,8
06/01/2020,54,Ozone,Alpine,06-073-1006,AQS,6,54,0,.,45,18
06/02/2020,67,Ozone,Alpine,06-073-1006,AQS,6,67,0,48,62,20
06/03/2020,97,Ozone,Alpine,06-073-1006,AQS,6,97,0,.,66,15
06/04/2020,75,PM2.5,Pala Airpad,06-073-1201,AQS,6,64,0,.,75,21
06/05/2020,78,PM2.5,Pala Airpad,06-073-1201,AQS,6,38,0,12,78,19
06/06/2020,53,PM2.5,Pala Airpad,06-073-1201,AQS,5,33,0,.,53,13
06/07/2020,44,PM2.5,Pala Airpad,06-073-1201,AQS,5,38,0,.,44,12
06/08/2020,64,Ozone,Donovan,06-073-1014,AQS,7,64,0,51,53,38
06/09/2020,59,PM2.5,Donovan,06-073-1014,AQS,7,54,0,.,59,35
06/10/2020,154,Ozone,Donovan,06-073-1014,AQS,9,154,0,.,92,42
06/11/2020,136,Ozone,Alpine,06-073-1006,AQS,8,136,0,24,84,37
06/12/2020,71,Ozone,Alpine,06-073-1006,AQS,6,71,0,.,58,18
06/13/2020,46,PM2.5,Donovan,06-073-1014,AQS,5,45,0,.,46,9
06/14/2020,56,PM2.5,Pala Airpad,06-073-1201,AQS,6,44,0,34,56,9
06/15/2020,57,PM2.5,Pala Airpad,06-073-1201,AQS,6,46,0,.,57,14
06/16/2020,60,PM2.5,Pala Airpad,06-073-1201,AQS,5,47,0,.,60,12
06/17/2020,60,PM2.5,Pala Airpad,06-073-1201,AQS,6,43,0,19,60,12
06/18/2020,64,PM2.5,Pala Airpad,06-073-1201,AQS,5,48,0,.,64,13
06/19/2020,58,PM2.5,Pala Airpad,06-073-1201,AQS,6,47,0,.,58,17
06/20/2020,63,PM2.5,Pala Airpad,06-073-1201,AQS,6,41,0,26,63,10
06/21/2020,60,PM2.5,Pala Airpad,06-073-1201,AQS,6,46,0,.,60,8
06/22/2020,93,Ozone,Alpine,06-073-1006,AQS,6,93,0,.,57,14
06/23/2020,74,Ozone,Alpine,06-073-1006,AQS,6,74,0,14,57,17
06/24/2020,64,Ozone,Alpine,06-073-1006,AQS,6,64,0,.,54,15
06/25/2020,77,Ozone,Alpine,06-073-1006,AQS,6,77,0,.,54,15
06/26/2020,74,Ozone,Alpine,06-073-1006,AQS,6,74,0,24,48,14
06/27/2020,58,PM2.5,Pala Airpad,06-073-1201,AQS,6,49,0,.,58,9
06/28/2020,57,PM2.5,Pala Airpad,06-073-1201,AQS,5,36,0,.,57,8
06/29/2020,38,PM2.5,Pala Airpad,06-073-1201,AQS,5,36,0,9,38,17
06/30/2020,46,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,5,44,.,.,46,14
07/01/2020,62,PM2.5,Pala Airpad,06-073-1201,AQS,6,54,0,.,62,18
07/02/2020,74,Ozone,Alpine,06-073-1006,AQS,6,74,0,30,64,18
07/03/2020,59,PM2.5,Pala Airpad,06-073-1201,AQS,7,51,0,.,59,14
07/04/2020,62,PM2.5,Pala Airpad,06-073-1201,AQS,6,44,0,.,62,11
07/05/2020,61,PM2.5,Pala Airpad,06-073-1201,AQS,7,50,0,22,61,15
07/06/2020,71,Ozone,Alpine,06-073-1006,AQS,11,71,0,.,67,32
07/07/2020,74,Ozone,Alpine,06-073-1006,AQS,7,74,0,.,71,19
07/08/2020,85,PM2.5,Donovan,06-073-1014,AQS,6,64,0,45,85,19
07/09/2020,90,Ozone,Alpine,06-073-1006,AQS,7,90,0,.,80,16
07/10/2020,105,Ozone,Alpine,06-073-1006,AQS,7,105,0,.,67,15
07/11/2020,67,Ozone,Alpine,06-073-1006,AQS,8,67,0,18,65,19
07/12/2020,77,Ozone,Alpine,06-073-1006,AQS,7,77,0,.,64,14
07/13/2020,67,Ozone,Alpine,06-073-1006,AQS,7,67,0,.,61,24
07/14/2020,79,PM2.5,Pala Airpad,06-073-1201,AQS,6,47,0,35,79,15
07/15/2020,70,PM2.5,Pala Airpad,06-073-1201,AQS,6,64,0,.,70,13
07/16/2020,60,PM2.5,Pala Airpad,06-073-1201,AQS,5,48,0,.,60,16
07/17/2020,54,Ozone,Alpine,06-073-1006,AQS,7,54,0,14,53,12
07/18/2020,51,PM2.5,Pala Airpad,06-073-1201,AQS,7,48,0,.,51,10
07/19/2020,52,PM2.5,Pala Airpad,06-073-1201,AQS,6,45,0,.,52,9
07/20/2020,54,PM2.5,Pala Airpad,06-073-1201,AQS,6,51,0,20,54,14
07/21/2020,74,Ozone,Alpine,06-073-1006,AQS,6,74,0,.,62,12
07/22/2020,64,Ozone,Alpine,06-073-1006,AQS,6,64,0,.,63,15
07/23/2020,61,PM2.5,Pala Airpad,06-073-1201,AQS,5,49,0,12,61,18
07/24/2020,55,PM2.5,Pala Airpad,06-073-1201,AQS,6,50,0,.,55,13
07/25/2020,49,Ozone,Alpine,06-073-1006,AQS,6,49,0,.,42,10
07/26/2020,52,PM2.5,Pala Airpad,06-073-1201,AQS,6,49,0,26,52,8
07/27/2020,62,PM2.5,Pala Airpad,06-073-1201,AQS,6,47,0,.,62,16
07/28/2020,68,PM2.5,Pala Airpad,06-073-1201,AQS,6,61,0,.,68,12
07/29/2020,74,Ozone,Alpine,06-073-1006,AQS,6,74,0,20,65,14
07/30/2020,108,Ozone,Alpine,06-073-1006,AQS,7,108,0,.,68,15
07/31/2020,87,Ozone,Alpine,06-073-1006,AQS,8,87,0,.,71,25
08/01/2020,87,Ozone,Alpine,06-073-1006,AQS,8,87,0,54,72,20
08/02/2020,77,PM2.5,Pala Airpad,06-073-1201,AQS,8,48,0,.,77,21
08/03/2020,90,Ozone,Alpine,06-073-1006,AQS,7,90,0,.,73,20
08/04/2020,72,PM2.5,Pala Airpad,06-073-1201,AQS,6,61,0,26,72,19
08/05/2020,69,PM2.5,Pala Airpad,06-073-1201,AQS,6,49,0,.,69,18
08/06/2020,64,PM2.5,Pala Airpad,06-073-1201,AQS,5,42,0,.,64,14
08/07/2020,59,PM2.5,Pala Airpad,06-073-1201,AQS,7,54,0,31,59,15
08/08/2020,58,PM2.5,Pala Airpad,06-073-1201,AQS,7,54,0,.,58,11
08/09/2020,62,PM2.5,Pala Airpad,06-073-1201,AQS,6,44,0,.,62,8
08/10/2020,62,PM2.5,Pala Airpad,06-073-1201,AQS,6,54,0,19,62,12
08/11/2020,74,Ozone,Alpine,06-073-1006,AQS,7,74,0,.,61,13
08/12/2020,100,Ozone,Alpine,06-073-1006,AQS,8,100,0,.,63,19
08/13/2020,97,Ozone,Alpine,06-073-1006,AQS,8,97,0,53,71,22
08/14/2020,100,Ozone,Alpine,06-073-1006,AQS,8,100,0,.,70,29
08/15/2020,129,Ozone,Alpine,06-073-1006,AQS,8,129,0,.,65,31
08/16/2020,75,PM2.5,Pala Airpad,06-073-1201,AQS,7,51,0,27,75,17
08/17/2020,100,Ozone,Alpine,06-073-1006,AQS,7,100,0,.,72,16
08/18/2020,100,Ozone,Alpine,06-073-1006,AQS,8,100,0,.,76,20
08/19/2020,126,Ozone,Alpine,06-073-1006,AQS,9,126,0,49,75,24
08/20/2020,140,Ozone,Alpine,06-073-1006,AQS,8,140,0,.,74,29
08/21/2020,84,Ozone,Alpine,06-073-1006,AQS,9,84,0,.,82,23
08/22/2020,88,PM2.5,Pala Airpad,06-073-1201,AQS,7,43,0,25,88,38
08/23/2020,77,PM2.5,Pala Airpad,06-073-1201,AQS,6,39,0,.,77,8
08/24/2020,60,PM2.5,Pala Airpad,06-073-1201,AQS,6,45,0,.,60,10
08/25/2020,74,PM2.5,Pala Airpad,06-073-1201,AQS,7,51,0,24,74,15
08/26/2020,79,PM2.5,Pala Airpad,06-073-1201,AQS,7,67,0,.,79,13
08/27/2020,64,Ozone,Alpine,06-073-1006,AQS,8,64,0,.,63,18
08/28/2020,68,PM2.5,Pala Airpad,06-073-1201,AQS,7,64,0,27,68,16
08/29/2020,90,PM2.5,Pala Airpad,06-073-1201,AQS,6,64,0,.,90,10
08/30/2020,59,PM2.5,Pala Airpad,06-073-1201,AQS,6,45,0,.,59,8
08/31/2020,58,PM2.5,Pala Airpad,06-073-1201,AQS,6,50,0,19,58,15
09/01/2020,59,PM2.5,Pala Airpad,06-073-1201,AQS,6,50,0,.,59,13
09/02/2020,64,Ozone,Alpine,06-073-1006,AQS,6,64,0,.,60,15
09/03/2020,115,Ozone,Alpine,06-073-1006,AQS,7,115,0,25,65,21
09/04/2020,159,Ozone,Alpine,06-073-1006,AQS,10,159,0,.,73,29
09/05/2020,192,Ozone,Kearny Villa Rd.,06-073-1016,AQS,15,192,0,.,94,42
09/06/2020,105,PM2.5,Pala Airpad,06-073-1201,AQS,15,90,0,62,105,30
09/07/2020,119,PM2.5,Pala Airpad,06-073-1201,AQS,8,84,0,.,119,25
09/08/2020,104,PM2.5,Pala Airpad,06-073-1201,AQS,7,31,0,.,104,20
09/09/2020,74,PM2.5,Pala Airpad,06-073-1201,AQS,7,41,0,34,74,21
09/10/2020,92,PM2.5,Pala Airpad,06-073-1201,AQS,10,41,0,.,92,35
09/11/2020,99,PM2.5,Donovan,06-073-1014,AQS,11,51,0,.,99,40
09/12/2020,138,PM2.5,San Diego - Sherman Elementary School,06-073-1026,AQS,13,108,0,66,138,37
09/13/2020,161,PM2.5,Pala Airpad,06-073-1201,AQS,14,80,0,.,161,21
09/14/2020,172,PM2.5,Pala Airpad,06-073-1201,AQS,14,119,0,.,172,26
09/15/2020,162,PM2.5,Pala Airpad,06-073-1201,AQS,14,105,0,51,162,46
09/16/2020,163,PM2.5,Pala Airpad,06-073-1201,AQS,14,136,0,.,163,45
09/17/2020,163,PM2.5,Pala Airpad,06-073-1201,AQS,11,80,0,.,163,51
09/18/2020,124,PM2.5,Pala Airpad,06-073-1201,AQS,10,71,0,82,124,41
09/19/2020,81,PM2.5,Donovan,06-073-1014,AQS,11,49,0,.,81,37
09/20/2020,83,PM2.5,Pala Airpad,06-073-1201,AQS,8,58,0,.,83,11
09/21/2020,79,PM2.5,Pala Airpad,06-073-1201,AQS,8,64,0,25,79,16
09/22/2020,83,PM2.5,Pala Airpad,06-073-1201,AQS,8,49,0,.,83,17
09/23/2020,72,PM2.5,Donovan,06-073-1014,AQS,9,48,0,.,72,25
09/24/2020,90,Ozone,Alpine,06-073-1006,AQS,9,90,0,82,80,37
09/25/2020,84,Ozone,Alpine,06-073-1006,AQS,8,84,0,.,77,19
09/26/2020,97,Ozone,Alpine,06-073-1006,AQS,8,97,0,.,83,13
09/27/2020,82,PM2.5,Pala Airpad,06-073-1201,AQS,7,80,0,26,82,11
09/28/2020,97,Ozone,Alpine,06-073-1006,AQS,9,97,0,.,74,32
09/29/2020,126,Ozone,Kearny Villa Rd.,06-073-1016,AQS,10,126,0,.,87,37
09/30/2020,119,Ozone,Kearny Villa Rd.,06-073-1016,AQS,11,119,0,112,90,42
10/01/2020,133,Ozone,El Cajon - Lexington Elementary School,06-073-1022,AQS,11,133,0,.,104,51
10/02/2020,122,Ozone,Alpine,06-073-1006,AQS,13,122,0,.,98,45
10/03/2020,150,Ozone,Alpine,06-073-1006,AQS,15,150,0,39,115,40
10/04/2020,159,PM2.5,Pala Airpad,06-073-1201,AQS,14,126,0,.,159,38
10/05/2020,170,PM2.5,Pala Airpad,06-073-1201,AQS,13,129,0,.,170,45
10/06/2020,167,PM2.5,Pala Airpad,06-073-1201,AQS,13,101,0,102,167,53
10/07/2020,162,PM2.5,Pala Airpad,06-073-1201,AQS,11,97,0,.,162,26
10/08/2020,152,PM2.5,Pala Airpad,06-073-1201,AQS,8,44,0,.,152,24
10/09/2020,110,PM2.5,Pala Airpad,06-073-1201,AQS,8,58,.,26,110,24
10/10/2020,107,PM2.5,Pala Airpad,06-073-1201,AQS,7,43,.,.,107,17
10/11/2020,82,PM2.5,Pala Airpad,06-073-1201,AQS,7,37,0,.,82,12
10/12/2020,93,Ozone,Kearny Villa Rd.,06-073-1016,AQS,9,93,0,71,69,46
10/13/2020,90,PM2.5,Donovan,06-073-1014,AQS,10,87,0,.,90,43
10/14/2020,119,Ozone,Alpine,06-073-1006,AQS,10,119,0,.,88,46
10/15/2020,119,Ozone,Alpine,06-073-1006,AQS,11,119,0,31,92,45
10/16/2020,112,Ozone,Kearny Villa Rd.,06-073-1016,AQS,10,112,0,.,91,47
10/17/2020,112,Ozone,Alpine,06-073-1006,AQS,11,112,0,.,93,43
10/18/2020,93,Ozone,Alpine,06-073-1006,AQS,10,93,0,54,83,24
10/19/2020,92,PM2.5,Pala Airpad,06-073-1201,AQS,7,77,0,.,92,24
10/20/2020,85,PM2.5,Pala Airpad,06-073-1201,AQS,6,51,0,.,85,15
10/21/2020,75,PM2.5,Pala Airpad,06-073-1201,AQS,7,48,0,24,75,17
10/22/2020,78,PM2.5,Pala Airpad,06-073-1201,AQS,7,50,0,.,78,20
10/23/2020,79,PM2.5,Pala Airpad,06-073-1201,AQS,7,47,0,.,79,18
10/24/2020,79,PM2.5,Pala Airpad,06-073-1201,AQS,7,42,0,19,79,9
10/25/2020,72,PM2.5,Pala Airpad,06-073-1201,AQS,5,35,0,.,72,10
10/26/2020,53,PM2.5,Donovan,06-073-1014,AQS,8,44,0,.,53,32
10/27/2020,112,Ozone,Camp Pendleton,06-073-1008,AQS,9,112,0,27,68,41
10/28/2020,93,Ozone,Alpine,06-073-1006,AQS,8,93,0,.,88,34
10/29/2020,123,PM2.5,Pala Airpad,06-073-1201,AQS,11,101,0,.,123,44
10/30/2020,115,PM2.5,Pala Airpad,06-073-1201,AQS,11,74,0,100,115,46
10/31/2020,100,Ozone,Kearny Villa Rd.,06-073-1016,AQS,11,100,0,.,79,39
11/01/2020,86,PM2.5,Pala Airpad,06-073-1201,AQS,11,80,.,.,86,.
11/02/2020,87,Ozone,Alpine,06-073-1006,AirNow,.,87,.,27,81,.
11/03/2020,88,PM2.5,Pala Airpad,06-073-1201,AQS,.,46,.,.,88,.
11/04/2020,92,PM2.5,Pala Airpad,06-073-1201,AQS,.,84,.,.,92,.
11/05/2020,102,PM10,Donovan,06-073-1014,AQS,.,44,.,102,101,.
11/06/2020,85,PM2.5,Pala Airpad,06-073-1201,AQS,.,42,.,.,85,.
11/07/2020,97,PM2.5,Pala Airpad,06-073-1201,AQS,.,42,.,.,97,.
11/08/2020,57,PM2.5,Pala Airpad,06-073-1201,AQS,.,38,.,12,57,.
11/09/2020,64,PM2.5,Pala Airpad,06-073-1201,AQS,.,40,.,.,64,.
11/10/2020,60,PM2.5,Pala Airpad,06-073-1201,AQS,.,40,.,.,60,.
11/11/2020,64,PM2.5,Pala Airpad,06-073-1201,AQS,.,44,.,45,64,.
11/12/2020,71,PM2.5,Pala Airpad,06-073-1201,AQS,.,49,.,.,71,.
11/13/2020,78,PM2.5,Pala Airpad,06-073-1201,AQS,.,47,.,.,78,.
11/14/2020,83,PM2.5,Pala Airpad,06-073-1201,AQS,.,44,.,22,83,.
11/15/2020,83,PM2.5,Pala Airpad,06-073-1201,AQS,.,46,.,.,83,.
11/16/2020,72,PM2.5,Pala Airpad,06-073-1201,AQS,.,42,.,.,72,.
11/17/2020,72,PM10,Donovan,06-073-1014,AQS,.,44,.,72,59,.
11/18/2020,68,PM2.5,Donovan,06-073-1014,AirNow,.,38,.,.,68,.
11/19/2020,81,PM2.5,Pala Airpad,06-073-1201,AQS,.,35,.,.,81,.
11/20/2020,76,PM2.5,Pala Airpad,06-073-1201,AQS,.,43,.,26,76,.
11/21/2020,93,PM2.5,Donovan,06-073-1014,AirNow,.,49,.,.,93,.
11/22/2020,97,PM2.5,Pala Airpad,06-073-1201,AQS,.,58,.,.,97,.
11/23/2020,104,PM2.5,Pala Airpad,06-073-1201,AQS,.,40,.,54,104,.
11/24/2020,104,PM2.5,Pala Airpad,06-073-1201,AQS,.,41,.,.,104,.
11/25/2020,98,PM2.5,Pala Airpad,06-073-1201,AQS,.,45,.,.,98,.
11/26/2020,101,PM2.5,Pala Airpad,06-073-1201,AQS,.,49,.,24,101,.
11/27/2020,93,PM2.5,Pala Airpad,06-073-1201,AQS,.,36,.,.,93,.
11/28/2020,65,PM2.5,Pala Airpad,06-073-1201,AQS,.,43,.,.,65,.
11/29/2020,67,PM2.5,Pala Airpad,06-073-1201,AQS,.,42,.,42,67,.
11/30/2020,71,PM2.5,Pala Airpad,06-073-1201,AQS,.,37,.,.,71,.
12/01/2020,74,PM2.5,Pala Airpad,06-073-1201,AQS,.,40,.,.,74,.
12/02/2020,72,PM2.5,Pala Airpad,06-073-1201,AQS,.,43,.,.,72,.
12/03/2020,70,PM2.5,Pala Airpad,06-073-1201,AQS,.,46,.,.,70,.
12/04/2020,60,PM2.5,Pala Airpad,06-073-1201,AQS,.,39,.,.,60,.
12/05/2020,70,PM2.5,Pala Airpad,06-073-1201,AQS,.,42,.,58,70,.
12/06/2020,83,PM2.5,Pala Airpad,06-073-1201,AQS,.,46,.,.,83,.
12/07/2020,92,PM2.5,Pala Airpad,06-073-1201,AQS,.,40,.,.,92,.
12/08/2020,95,PM2.5,Donovan,06-073-1014,AirNow,.,37,.,.,95,.
12/09/2020,71,PM2.5,Pala Airpad,06-073-1201,AQS,.,40,.,31,71,.
12/10/2020,97,PM2.5,Pala Airpad,06-073-1201,AQS,.,42,.,.,97,.
12/11/2020,93,PM2.5,Pala Airpad,06-073-1201,AQS,.,40,.,59,93,.
12/12/2020,98,PM2.5,Pala Airpad,06-073-1201,AQS,.,39,.,.,98,.
12/13/2020,100,PM2.5,Pala Airpad,06-073-1201,AQS,.,41,.,.,100,.
12/14/2020,88,PM2.5,Pala Airpad,06-073-1201,AQS,.,34,.,23,88,.
12/15/2020,92,PM2.5,Pala Airpad,06-073-1201,AQS,.,40,.,.,92,.
12/16/2020,76,PM2.5,Pala Airpad,06-073-1201,AQS,.,37,.,.,76,.
12/17/2020,75,PM2.5,Pala Airpad,06-073-1201,AQS,.,37,.,25,75,.
12/18/2020,83,PM2.5,Pala Airpad,06-073-1201,AQS,.,40,.,31,83,.
12/19/2020,80,PM2.5,Pala Airpad,06-073-1201,AQS,.,44,.,.,80,.
12/20/2020,76,PM2.5,Pala Airpad,06-073-1201,AQS,.,45,.,31,76,.
12/21/2020,74,PM2.5,Pala Airpad,06-073-1201,AQS,.,43,.,.,74,.
12/22/2020,78,PM2.5,Pala Airpad,06-073-1201,AQS,.,44,.,.,78,.
12/23/2020,92,PM2.5,Pala Airpad,06-073-1201,AQS,.,44,.,61,92,.
12/24/2020,92,PM2.5,Pala Airpad,06-073-1201,AQS,.,41,.,.,92,.
12/25/2020,81,PM2.5,Pala Airpad,06-073-1201,AQS,.,42,.,.,81,.
12/26/2020,82,PM2.5,Pala Airpad,06-073-1201,AQS,.,44,.,22,82,.
12/27/2020,92,PM2.5,Pala Airpad,06-073-1201,AQS,.,36,.,.,92,.
12/28/2020,101,PM2.5,Pala Airpad,06-073-1201,AQS,.,41,.,.,101,.
12/29/2020,74,PM2.5,Pala Airpad,06-073-1201,AQS,.,37,.,13,74,.
