Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
11/7/2018,59,PM2.5,Pala Airpad,06-073-1201,AQS,7,51,0,27,59,20
11/8/2018,67,PM2.5,Pala Airpad,06-073-1201,AQS,7,64,0,.,67,29
11/9/2018,64,PM2.5,Pala Airpad,06-073-1201,AQS,7,48,0,.,64,38
11/10/2018,54,Ozone,Alpine,06-073-1006,AQS,9,54,0,30,48,38
11/11/2018,71,Ozone,Alpine,06-073-1006,AQS,10,71,0,.,64,31
11/12/2018,77,PM2.5,Pala Airpad,06-073-1201,AQS,7,42,0,.,77,32
11/13/2018,48,PM2.5,Pala Airpad,06-073-1201,AQS,7,44,0,26,48,34
11/14/2018,41,Ozone,Alpine,06-073-1006,AQS,9,41,0,.,36,38
11/15/2018,48,PM2.5,Donovan,06-073-1014,AQS,10,39,0,.,48,43
11/16/2018,70,PM2.5,Donovan,06-073-1014,AQS,10,46,0,46,70,47
11/17/2018,71,PM2.5,Donovan,06-073-1014,AQS,10,58,0,27,71,38
11/18/2018,65,PM2.5,Donovan,06-073-1014,AQS,10,51,0,.,65,25
11/19/2018,68,PM2.5,Camp Pendleton,06-073-1008,AQS,10,49,0,34,68,37
11/20/2018,70,PM2.5,Donovan,06-073-1014,AQS,10,48,.,.,70,33
11/21/2018,67,PM2.5,Pala Airpad,06-073-1201,AQS,10,44,0,.,67,30
11/22/2018,63,PM2.5,Pala Airpad,06-073-1201,AQS,7,37,0,14,63,26
11/23/2018,46,PM2.5,Donovan,06-073-1014,AQS,6,39,0,.,46,21
11/24/2018,53,PM2.5,Donovan,06-073-1014,AQS,7,37,0,.,53,21
11/25/2018,56,PM2.5,Donovan,06-073-1014,AQS,8,40,0,16,56,23
11/26/2018,42,Ozone,Alpine,06-073-1006,AQS,9,42,0,.,39,41
11/27/2018,44,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,9,43,0,.,44,39
11/28/2018,58,PM2.5,Donovan,06-073-1014,AQS,9,42,0,31,58,34
11/29/2018,40,Ozone,Camp Pendleton,06-073-1008,AQS,5,40,0,8,37,20
11/30/2018,46,PM2.5,Camp Pendleton,06-073-1008,AQS,6,37,0,.,46,31
12/1/2018,42,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,7,40,0,.,42,31
12/2/2018,54,PM2.5,Pala Airpad,06-073-1201,AQS,8,41,0,.,54,28
12/3/2018,44,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,9,41,0,.,44,39
12/4/2018,56,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,9,38,0,19,56,40
12/5/2018,43,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,8,38,0,.,43,26
12/6/2018,39,PM2.5,Pala Airpad,06-073-1201,AQS,6,36,0,.,39,25
12/7/2018,37,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,8,36,0,12,37,31
12/8/2018,55,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,9,37,0,.,55,29
12/9/2018,67,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,10,37,0,.,67,29
12/10/2018,64,PM2.5,Donovan,06-073-1014,AQS,10,35,0,28,64,31
12/11/2018,59,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,8,35,0,.,59,32
12/12/2018,64,PM2.5,Donovan,06-073-1014,AQS,9,41,0,.,64,30
12/13/2018,65,PM2.5,Pala Airpad,06-073-1201,AQS,10,41,0,24,65,31
12/14/2018,67,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,13,39,0,.,67,38
12/15/2018,61,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,11,38,0,.,61,36
12/16/2018,66,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,10,40,0,29,66,29
12/17/2018,57,PM2.5,Pala Airpad,06-073-1201,AQS,7,38,0,.,57,25
12/18/2018,62,PM2.5,Pala Airpad,06-073-1201,AQS,8,39,0,.,62,31
12/19/2018,77,PM2.5,Camp Pendleton,06-073-1008,AQS,10,43,.,26,77,41
12/20/2018,71,PM2.5,Donovan,06-073-1014,AQS,11,43,0,.,71,44
12/21/2018,112,PM2.5,Donovan,06-073-1014,AQS,15,41,0,.,112,47
12/22/2018,78,PM2.5,Donovan,06-073-1014,AQS,15,40,0,40,78,32
12/23/2018,82,PM2.5,Donovan,06-073-1014,AQS,10,43,0,.,82,29
12/24/2018,92,PM2.5,Donovan,06-073-1014,AQS,9,45,.,.,92,20
12/25/2018,92,PM2.5,Pala Airpad,06-073-1201,AQS,6,40,0,17,92,17
12/26/2018,61,PM2.5,Pala Airpad,06-073-1201,AQS,8,36,0,.,61,29
12/27/2018,54,PM2.5,Donovan,06-073-1014,AQS,9,34,0,.,54,26
12/28/2018,53,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,10,38,0,17,53,36
12/29/2018,53,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,8,38,0,.,53,27
12/30/2018,57,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,9,39,0,.,57,20
12/31/2018,47,PM2.5,Donovan,06-073-1014,AQS,5,40,0,17,47,15
1/1/2019,58,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,6,38,0,.,58,18
1/2/2019,40,PM2.5,Donovan,06-073-1014,AQS,9,39,0,.,40,37
1/3/2019,59,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,9,41,0,13,59,37
1/4/2019,68,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,10,41,0,.,68,40
1/5/2019,68,PM2.5,Donovan,06-073-1014,AQS,10,35,0,24,68,35
1/6/2019,55,PM2.5,Pala Airpad,06-073-1201,AQS,6,40,0,11,55,26
1/7/2019,44,PM2.5,Donovan,06-073-1014,AQS,8,37,0,.,44,30
1/8/2019,51,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,11,38,0,.,51,42
1/9/2019,61,PM2.5,Donovan,06-073-1014,AQS,8,37,0,27,61,29
1/10/2019,52,PM2.5,Donovan,06-073-1014,AQS,7,36,0,.,52,29
1/11/2019,80,PM2.5,Donovan,06-073-1014,AQS,7,36,0,.,80,32
1/12/2019,58,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,7,42,0,20,58,28
1/13/2019,53,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,8,38,0,.,53,25
1/14/2019,56,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,7,39,0,.,56,33
1/15/2019,47,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,7,38,0,11,47,21
1/16/2019,36,Ozone,Alpine,06-073-1006,AQS,6,36,0,9,25,24
1/17/2019,52,PM2.5,Donovan,06-073-1014,AQS,5,32,0,.,52,24
1/18/2019,34,Ozone,Alpine,06-073-1006,AQS,7,34,0,17,33,22
1/19/2019,48,PM2.5,Pala Airpad,06-073-1201,AQS,9,38,0,.,48,31
1/20/2019,60,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,9,34,0,.,60,26
1/21/2019,43,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,8,41,0,17,43,26
1/22/2019,48,PM2.5,Donovan,06-073-1014,AQS,7,40,0,.,48,35
1/23/2019,52,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,10,39,0,.,52,38
1/24/2019,101,Ozone,Pala Airpad,06-073-1201,AQS,9,101,0,15,44,40
1/25/2019,48,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,9,44,0,.,48,42
1/26/2019,46,PM2.5,Donovan,06-073-1014,AQS,9,44,0,.,46,37
1/27/2019,53,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,10,46,0,19,53,36
1/28/2019,66,PM2.5,Donovan,06-073-1014,AQS,11,44,0,.,66,44
1/29/2019,88,PM2.5,Donovan,06-073-1014,AQS,11,44,0,.,88,44
1/30/2019,74,PM2.5,Donovan,06-073-1014,AQS,6,40,0,29,74,25
1/31/2019,82,PM2.5,Pala Airpad,06-073-1201,AQS,5,32,0,.,82,23
2/1/2019,61,PM2.5,Pala Airpad,06-073-1201,AQS,7,36,0,.,61,20
2/2/2019,40,Ozone,Alpine,06-073-1006,AQS,3,40,0,10,32,15
2/3/2019,41,Ozone,Alpine,06-073-1006,AQS,5,41,0,.,31,28
2/4/2019,39,Ozone,Alpine,06-073-1006,AQS,3,39,0,.,27,18
2/5/2019,42,Ozone,Chula Vista,06-073-0001,AQS,5,42,0,6,26,24
2/6/2019,40,Ozone,El Cajon - Lexington Elementary School,06-073-1022,AQS,6,40,0,.,28,33
2/7/2019,43,Ozone,Alpine,06-073-1006,AQS,7,43,0,.,38,35
2/8/2019,50,PM2.5,Donovan,06-073-1014,AQS,7,44,0,19,50,32
2/9/2019,55,PM2.5,Donovan,06-073-1014,AQS,8,41,0,.,55,25
2/10/2019,45,PM2.5,Pala Airpad,06-073-1201,AQS,8,42,0,.,45,18
2/11/2019,46,Ozone,Alpine,06-073-1006,AQS,7,46,0,12,34,31
2/12/2019,56,PM2.5,Donovan,06-073-1014,AQS,10,40,0,.,56,46
2/13/2019,53,PM2.5,Donovan,06-073-1014,AQS,9,40,0,.,53,30
2/14/2019,41,Ozone,Alpine,06-073-1006,AQS,5,41,0,7,31,21
2/15/2019,43,Ozone,Chula Vista,06-073-0001,AQS,6,43,0,.,32,21
2/16/2019,43,Ozone,Alpine,06-073-1006,AQS,6,43,0,.,30,21
2/17/2019,44,Ozone,Chula Vista,06-073-0001,AQS,5,44,0,9,28,12
2/18/2019,43,Ozone,Kearny Villa Rd.,06-073-1016,AQS,6,43,0,.,33,37
2/19/2019,41,Ozone,Alpine,06-073-1006,AQS,7,41,0,.,38,37
2/20/2019,50,PM2.5,Donovan,06-073-1014,AQS,6,41,0,19,50,25
2/21/2019,40,Ozone,Chula Vista,06-073-0001,AQS,5,40,0,.,39,21
2/22/2019,41,Ozone,Alpine,06-073-1006,AQS,7,41,0,.,38,33
2/23/2019,47,Ozone,Alpine,06-073-1006,AQS,7,47,0,11,46,33
2/24/2019,61,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,8,50,0,.,61,36
2/25/2019,71,Ozone,Alpine,06-073-1006,AQS,8,71,0,.,57,36
2/26/2019,68,PM2.5,Donovan,06-073-1014,AQS,8,45,0,43,68,35
2/27/2019,60,PM2.5,Donovan,06-073-1014,AQS,6,47,0,.,60,29
2/28/2019,57,PM2.5,Donovan,06-073-1014,AQS,6,36,0,.,57,32
3/1/2019,38,PM2.5,Donovan,06-073-1014,AQS,7,34,0,.,38,19
3/2/2019,52,PM2.5,Donovan,06-073-1014,AQS,7,33,0,.,52,23
3/3/2019,37,Ozone,Chula Vista,06-073-0001,AQS,5,37,0,.,28,8
3/4/2019,33,Ozone,Camp Pendleton,06-073-1008,AQS,6,33,0,5,22,18
3/5/2019,41,PM2.5,Donovan,06-073-1014,AQS,7,40,0,.,41,26
3/6/2019,40,PM2.5,Donovan,06-073-1014,AQS,5,38,0,.,40,23
3/7/2019,41,Ozone,Chula Vista,06-073-0001,AQS,6,41,0,.,28,17
3/8/2019,44,Ozone,Chula Vista,06-073-0001,AQS,5,44,0,.,24,23
3/9/2019,41,Ozone,Alpine,06-073-1006,AQS,5,41,0,.,29,19
3/10/2019,43,Ozone,Chula Vista,06-073-0001,AQS,6,43,0,7,33,24
3/11/2019,45,PM2.5,Donovan,06-073-1014,AQS,7,33,.,.,45,25
3/12/2019,45,Ozone,Alpine,06-073-1006,AQS,6,45,0,.,39,27
3/13/2019,58,PM2.5,Donovan,06-073-1014,AQS,7,49,0,29,58,26
3/14/2019,48,Ozone,Alpine,06-073-1006,AQS,7,48,0,.,31,22
3/15/2019,47,Ozone,Alpine,06-073-1006,AQS,8,47,0,.,24,29
3/16/2019,50,Ozone,Alpine,06-073-1006,AQS,9,50,0,31,45,33
3/17/2019,87,Ozone,Chula Vista,06-073-0001,AQS,8,87,0,.,47,33
3/18/2019,71,Ozone,Alpine,06-073-1006,AQS,9,71,.,.,64,37
3/19/2019,74,PM2.5,Donovan,06-073-1014,AQS,8,58,0,20,74,30
3/20/2019,43,Ozone,Alpine,06-073-1006,AQS,5,43,0,.,41,21
3/21/2019,45,Ozone,Alpine,06-073-1006,AQS,5,45,0,.,30,29
3/22/2019,48,Ozone,Alpine,06-073-1006,AQS,6,48,.,10,27,24
3/23/2019,47,Ozone,Alpine,06-073-1006,AQS,6,47,0,.,34,17
3/24/2019,44,Ozone,El Cajon - Lexington Elementary School,06-073-1022,AQS,6,44,0,.,40,18
3/25/2019,64,Ozone,Alpine,06-073-1006,AQS,8,64,0,18,52,25
3/26/2019,67,Ozone,Alpine,06-073-1006,AQS,8,67,.,.,66,26
3/27/2019,69,PM2.5,Pala Airpad,06-073-1201,AQS,5,51,0,.,69,17
3/28/2019,70,PM2.5,Pala Airpad,06-073-1201,AQS,6,44,0,14,70,20
3/29/2019,51,Ozone,El Cajon - Lexington Elementary School,06-073-1022,AQS,6,51,0,.,40,29
3/30/2019,77,Ozone,Alpine,06-073-1006,AQS,8,77,0,.,61,29
3/31/2019,101,Ozone,El Cajon - Lexington Elementary School,06-073-1022,AQS,8,101,0,18,61,25
4/1/2019,105,Ozone,Chula Vista,06-073-0001,AQS,8,105,0,.,62,39
4/2/2019,61,Ozone,Alpine,06-073-1006,AQS,7,61,0,.,60,30
4/3/2019,65,PM2.5,Pala Airpad,06-073-1201,AQS,5,44,0,7,65,19
4/4/2019,41,Ozone,Pala Airpad,06-073-1201,AQS,5,41,0,.,33,17
4/5/2019,67,Ozone,Pala Airpad,06-073-1201,AQS,6,67,0,.,23,17
4/6/2019,40,Ozone,Alpine,06-073-1006,AQS,6,40,0,6,19,11
4/7/2019,80,Ozone,Pala Airpad,06-073-1201,AQS,7,80,0,.,43,21
4/8/2019,97,Ozone,El Cajon - Lexington Elementary School,06-073-1022,AQS,9,97,0,.,61,38
4/9/2019,61,PM2.5,Donovan,06-073-1014,AQS,8,44,0,35,61,30
4/10/2019,69,PM2.5,Pala Airpad,06-073-1201,AQS,6,64,0,.,69,28
4/11/2019,64,Ozone,Alpine,06-073-1006,AQS,8,64,0,.,57,35
4/12/2019,59,PM2.5,Donovan,06-073-1014,AQS,6,58,0,28,59,22
4/13/2019,77,Ozone,Alpine,06-073-1006,AQS,8,77,0,.,70,28
4/14/2019,84,Ozone,Alpine,06-073-1006,AQS,7,84,0,.,56,21
4/15/2019,64,Ozone,Alpine,06-073-1006,AQS,6,64,0,25,56,31
4/16/2019,56,PM2.5,Pala Airpad,06-073-1201,AQS,5,45,0,.,56,23
4/17/2019,54,PM2.5,Pala Airpad,06-073-1201,AQS,6,48,0,.,54,22
4/18/2019,84,Ozone,Alpine,06-073-1006,AQS,8,84,0,18,59,30
4/19/2019,87,Ozone,Alpine,06-073-1006,AQS,7,87,0,.,56,25
4/20/2019,69,PM2.5,Pala Airpad,06-073-1201,AQS,5,50,0,.,69,14
4/21/2019,56,PM2.5,Pala Airpad,06-073-1201,AQS,5,51,0,20,56,13
4/22/2019,71,Ozone,Alpine,06-073-1006,AQS,5,71,0,.,48,26
4/23/2019,64,PM2.5,Pala Airpad,06-073-1201,AQS,6,46,0,.,64,25
4/24/2019,101,Ozone,Alpine,06-073-1006,AQS,7,101,0,22,78,28
4/25/2019,79,PM2.5,Pala Airpad,06-073-1201,AQS,7,47,0,.,79,19
4/26/2019,70,PM2.5,Pala Airpad,06-073-1201,AQS,5,49,.,.,70,8
4/27/2019,59,PM2.5,Pala Airpad,06-073-1201,AQS,6,47,0,23,59,12
4/28/2019,57,PM2.5,Pala Airpad,06-073-1201,AQS,5,44,0,.,57,8
4/29/2019,61,PM2.5,Pala Airpad,06-073-1201,AQS,5,37,0,.,61,17
4/30/2019,43,PM2.5,Pala Airpad,06-073-1201,AQS,5,42,.,5,43,16
5/1/2019,49,Ozone,El Cajon - Lexington Elementary School,06-073-1022,AQS,5,49,0,.,30,19
5/2/2019,64,Ozone,Alpine,06-073-1006,AQS,6,64,0,.,52,24
5/3/2019,87,Ozone,Alpine,06-073-1006,AQS,6,87,0,32,71,20
5/4/2019,87,Ozone,Alpine,06-073-1006,AQS,6,87,0,.,83,12
5/5/2019,82,PM2.5,Pala Airpad,06-073-1201,AQS,6,61,0,.,82,10
5/6/2019,67,PM2.5,Pala Airpad,06-073-1201,AQS,5,43,0,6,67,17
5/7/2019,54,Ozone,Pala Airpad,06-073-1201,AQS,5,54,0,.,35,14
5/8/2019,64,Ozone,Pala Airpad,06-073-1201,AQS,5,64,0,.,29,20
5/9/2019,39,Ozone,Pala Airpad,06-073-1201,AQS,6,39,0,11,26,22
5/10/2019,54,Ozone,Pala Airpad,06-073-1201,AQS,6,54,0,.,37,21
5/11/2019,35,Ozone,El Cajon - Lexington Elementary School,06-073-1022,AQS,6,35,0,.,20,19
5/12/2019,49,Ozone,Alpine,06-073-1006,AQS,5,49,0,14,34,8
5/13/2019,50,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,5,48,0,.,50,17
5/14/2019,69,PM2.5,Pala Airpad,06-073-1201,AQS,6,67,0,.,69,16
5/15/2019,64,PM2.5,Pala Airpad,06-073-1201,AQS,5,49,0,24,64,15
5/16/2019,64,PM2.5,Pala Airpad,06-073-1201,AQS,3,45,0,.,64,14
5/17/2019,46,PM2.5,Pala Airpad,06-073-1201,AQS,5,46,0,.,46,20
5/18/2019,61,Ozone,Alpine,06-073-1006,AQS,5,61,0,17,50,19
5/19/2019,51,PM2.5,Pala Airpad,06-073-1201,AQS,3,44,0,.,51,10
5/20/2019,46,Ozone,El Cajon - Lexington Elementary School,06-073-1022,AQS,5,46,0,.,42,15
5/21/2019,41,Ozone,Alpine,06-073-1006,AQS,3,41,0,16,34,20
5/22/2019,44,Ozone,Pala Airpad,06-073-1201,AQS,5,44,0,.,43,13
5/23/2019,46,PM2.5,Pala Airpad,06-073-1201,AQS,6,38,0,.,46,23
5/24/2019,47,PM2.5,Pala Airpad,06-073-1201,AQS,6,47,0,13,47,21
5/25/2019,47,PM2.5,Pala Airpad,06-073-1201,AQS,5,44,0,.,47,13
5/26/2019,45,PM2.5,Pala Airpad,06-073-1201,AQS,5,45,0,.,45,8
5/27/2019,42,Ozone,Pala Airpad,06-073-1201,AQS,5,42,0,9,40,16
5/28/2019,47,Ozone,Pala Airpad,06-073-1201,AQS,5,47,.,.,36,18
5/29/2019,54,PM2.5,Donovan,06-073-1014,AQS,5,54,.,.,54,18
5/30/2019,61,Ozone,Alpine,06-073-1006,AQS,6,61,0,21,60,16
5/31/2019,69,PM2.5,Pala Airpad,06-073-1201,AQS,6,49,0,.,69,19
6/1/2019,70,PM2.5,Pala Airpad,06-073-1201,AQS,6,46,0,.,70,12
6/2/2019,56,PM2.5,Pala Airpad,06-073-1201,AQS,5,46,0,15,56,8
6/3/2019,47,PM2.5,Pala Airpad,06-073-1201,AQS,5,45,0,.,47,19
6/4/2019,49,PM2.5,Pala Airpad,06-073-1201,AQS,6,49,0,.,49,21
6/5/2019,97,Ozone,Alpine,06-073-1006,AQS,6,97,0,13,64,17
6/6/2019,58,Ozone,Alpine,06-073-1006,AQS,6,58,0,.,56,15
6/7/2019,55,PM2.5,Pala Airpad,06-073-1201,AQS,6,49,0,.,55,15
6/8/2019,64,Ozone,Alpine,06-073-1006,AQS,6,64,0,23,57,11
6/9/2019,67,Ozone,Pala Airpad,06-073-1201,AQS,6,67,0,.,60,8
6/10/2019,84,Ozone,Alpine,06-073-1006,AQS,7,84,0,.,76,22
6/11/2019,112,Ozone,Alpine,06-073-1006,AQS,8,112,0,23,60,28
6/12/2019,101,Ozone,Alpine,06-073-1006,AQS,6,101,0,.,58,20
6/13/2019,64,Ozone,Alpine,06-073-1006,AQS,5,64,0,.,54,17
6/14/2019,66,PM2.5,Pala Airpad,06-073-1201,AQS,5,50,0,17,66,7
6/15/2019,63,PM2.5,Pala Airpad,06-073-1201,AQS,5,47,0,.,63,12
6/16/2019,61,PM2.5,Pala Airpad,06-073-1201,AQS,5,46,0,.,61,8
6/17/2019,55,PM2.5,Pala Airpad,06-073-1201,AQS,5,39,0,8,55,10
6/18/2019,46,Ozone,Alpine,06-073-1006,AQS,6,46,0,.,41,21
6/19/2019,61,Ozone,Alpine,06-073-1006,AQS,6,61,0,.,47,20
6/20/2019,52,PM2.5,Pala Airpad,06-073-1201,AQS,6,44,0,12,52,24
6/21/2019,47,PM2.5,Pala Airpad,06-073-1201,AQS,5,43,0,.,47,11
6/22/2019,44,Ozone,Pala Airpad,06-073-1201,AQS,5,44,0,.,24,11
6/23/2019,67,Ozone,Pala Airpad,06-073-1201,AQS,6,67,0,13,34,8
6/24/2019,61,Ozone,Alpine,06-073-1006,AQS,6,61,0,.,57,18
6/25/2019,56,PM2.5,Pala Airpad,06-073-1201,AQS,6,50,0,.,56,19
6/26/2019,61,Ozone,Alpine,06-073-1006,AQS,5,61,0,16,54,12
6/27/2019,77,Ozone,Alpine,06-073-1006,AQS,5,77,0,.,58,16
6/28/2019,100,Ozone,Alpine,06-073-1006,AQS,6,100,0,.,54,15
6/29/2019,61,Ozone,Alpine,06-073-1006,AQS,7,61,0,19,59,24
6/30/2019,71,Ozone,Alpine,06-073-1006,AQS,6,71,0,.,62,13
7/1/2019,84,Ozone,Alpine,06-073-1006,AQS,6,84,0,.,60,12
7/2/2019,67,Ozone,Alpine,06-073-1006,AQS,5,67,0,38,63,22
7/3/2019,70,PM2.5,Pala Airpad,06-073-1201,AQS,5,48,0,.,70,20
7/4/2019,75,PM2.5,Pala Airpad,06-073-1201,AQS,5,54,0,.,75,15
7/5/2019,74,PM2.5,Pala Airpad,06-073-1201,AQS,6,67,0,23,74,14
7/6/2019,87,Ozone,Alpine,06-073-1006,AQS,6,87,0,.,69,9
7/7/2019,67,PM2.5,Pala Airpad,06-073-1201,AQS,5,46,0,.,67,8
7/8/2019,69,PM2.5,Pala Airpad,06-073-1201,AQS,5,49,0,20,69,10
7/9/2019,68,PM2.5,Pala Airpad,06-073-1201,AQS,5,64,0,.,68,8
7/10/2019,67,Ozone,Alpine,06-073-1006,AQS,6,67,0,.,65,15
7/11/2019,84,Ozone,Alpine,06-073-1006,AQS,6,84,0,20,66,10
7/12/2019,105,Ozone,Alpine,06-073-1006,AQS,6,105,0,.,71,13
7/13/2019,119,Ozone,Alpine,06-073-1006,AQS,6,119,0,.,69,13
7/14/2019,84,Ozone,Alpine,06-073-1006,AQS,6,84,0,21,75,9
7/15/2019,129,Ozone,Alpine,06-073-1006,AQS,7,129,0,.,74,29
7/16/2019,73,PM2.5,Pala Airpad,06-073-1201,AQS,7,51,0,.,73,15
7/17/2019,69,PM2.5,Pala Airpad,06-073-1201,AQS,5,49,0,22,69,21
7/18/2019,64,PM2.5,Pala Airpad,06-073-1201,AQS,5,51,0,.,64,15
7/19/2019,60,PM2.5,Pala Airpad,06-073-1201,AQS,5,45,0,.,60,14
7/20/2019,159,Ozone,Pala Airpad,06-073-1201,AQS,6,159,0,12,53,10
7/21/2019,46,PM2.5,Pala Airpad,06-073-1201,AQS,6,45,0,.,46,8
7/22/2019,71,Ozone,Alpine,06-073-1006,AQS,6,71,0,.,59,18
7/23/2019,100,Ozone,Alpine,06-073-1006,AQS,7,100,0,22,61,17
7/24/2019,105,Ozone,Alpine,06-073-1006,AQS,7,105,0,.,63,30
7/25/2019,77,Ozone,Alpine,06-073-1006,AQS,7,77,0,.,61,25
7/26/2019,84,Ozone,Alpine,06-073-1006,AQS,7,84,0,33,65,19
7/27/2019,105,Ozone,Alpine,06-073-1006,AQS,7,105,0,.,66,15
7/28/2019,84,Ozone,Alpine,06-073-1006,AQS,6,84,0,.,68,12
7/29/2019,101,Ozone,Alpine,06-073-1006,AQS,6,101,0,24,69,16
7/30/2019,93,Ozone,Alpine,06-073-1006,AQS,6,93,0,.,77,20
7/31/2019,93,Ozone,Alpine,06-073-1006,AQS,6,93,0,.,76,17
8/1/2019,87,Ozone,Alpine,06-073-1006,AQS,6,87,0,27,78,15
8/2/2019,112,Ozone,Alpine,06-073-1006,AQS,7,112,0,.,72,17
8/3/2019,90,Ozone,Alpine,06-073-1006,AQS,7,90,0,.,69,11
8/4/2019,93,Ozone,Alpine,06-073-1006,AQS,7,93,0,15,59,11
8/5/2019,87,Ozone,Alpine,06-073-1006,AQS,6,87,0,.,61,16
8/6/2019,169,Ozone,Pala Airpad,06-073-1201,AQS,6,169,0,.,63,17
8/7/2019,84,Ozone,Alpine,06-073-1006,AQS,6,84,0,23,75,16
8/8/2019,74,Ozone,Alpine,06-073-1006,AQS,6,74,.,.,71,16
8/9/2019,77,Ozone,Alpine,06-073-1006,AQS,7,77,0,.,68,22
8/10/2019,66,PM2.5,Pala Airpad,06-073-1201,AQS,6,51,0,19,66,13
8/11/2019,60,PM2.5,Pala Airpad,06-073-1201,AQS,6,44,0,.,60,12
8/12/2019,67,Ozone,Alpine,06-073-1006,AQS,5,67,0,.,54,13
8/13/2019,115,Ozone,Alpine,06-073-1006,AQS,6,115,.,30,53,19
8/14/2019,93,Ozone,Alpine,06-073-1006,AQS,8,93,0,.,63,21
8/15/2019,101,Ozone,Alpine,06-073-1006,AQS,7,101,0,.,66,19
8/16/2019,93,Ozone,Alpine,06-073-1006,AQS,6,93,.,19,63,18
8/17/2019,71,Ozone,Alpine,06-073-1006,AQS,6,71,0,.,61,12
8/18/2019,62,PM2.5,Pala Airpad,06-073-1201,AQS,6,47,0,.,62,8
8/19/2019,51,Ozone,Alpine,06-073-1006,AQS,6,51,0,17,48,13
8/20/2019,74,Ozone,Alpine,06-073-1006,AQS,6,74,.,.,43,21
8/21/2019,108,Ozone,Alpine,06-073-1006,AQS,7,108,0,.,68,25
8/22/2019,90,Ozone,Alpine,06-073-1006,AQS,6,90,0,.,65,22
8/23/2019,93,Ozone,Alpine,06-073-1006,AQS,6,93,0,.,64,17
8/24/2019,73,PM2.5,Pala Airpad,06-073-1201,AQS,8,61,0,.,73,17
8/25/2019,61,Ozone,El Cajon - Lexington Elementary School,06-073-1022,AQS,7,61,0,29,59,16
8/26/2019,67,Ozone,Alpine,06-073-1006,AQS,7,67,0,.,66,31
8/27/2019,80,Ozone,Alpine,06-073-1006,AQS,6,80,0,.,58,20
8/28/2019,67,Ozone,Alpine,06-073-1006,AQS,7,67,0,22,58,18
8/29/2019,71,Ozone,Alpine,06-073-1006,AQS,7,71,0,.,67,21
8/30/2019,84,Ozone,Alpine,06-073-1006,AQS,7,84,0,.,64,25
8/31/2019,65,PM2.5,Pala Airpad,06-073-1201,AQS,7,54,0,24,65,12
9/1/2019,80,Ozone,Alpine,06-073-1006,AQS,7,80,0,.,63,13
9/2/2019,70,PM2.5,Pala Airpad,06-073-1201,AQS,7,45,0,.,70,21
9/3/2019,60,PM2.5,Donovan,06-073-1014,AQS,6,47,0,19,60,24
9/4/2019,64,Ozone,Alpine,06-073-1006,AQS,8,64,0,.,59,37
9/5/2019,60,PM2.5,Donovan,06-073-1014,AQS,7,50,0,.,60,29
9/6/2019,63,PM2.5,Pala Airpad,06-073-1201,AQS,8,48,0,36,63,22
9/7/2019,59,PM2.5,Donovan,06-073-1014,AQS,7,49,0,.,59,27
9/8/2019,58,PM2.5,Pala Airpad,06-073-1201,AQS,5,44,0,.,58,14
9/9/2019,62,PM2.5,Donovan,06-073-1014,AQS,6,51,0,28,62,18
9/10/2019,54,PM2.5,Donovan,06-073-1014,AQS,6,39,0,.,54,18
9/11/2019,54,PM2.5,Donovan,06-073-1014,AQS,6,48,0,.,54,18
